Code,Name,Old Location,New Location,Coming Stock,Stock
,,,COMPRESSOR_TANK_ROUND,,
IPAD5_360_LIGHTPINK,E-01-01_iPad 5 360 Case Black 2017 Light Pink,E-01-01,,10,15
IPAD5_360_RED,E-01-01_iPad 5 360 Case Black 2017 Red,E-01-01,,10,15
IPAD5_HARD_BLACKGREEN,E-01-01_ ipad 5 2017 Black Green Case,E-01-01,,10,15
IPAD6_360_BLACK,E-01-01_iPad 6 360 Case Black 2018 Black,E-01-01,,10,15
IPAD6_360_DARKBLUE,E-01-01_iPad 6 360 Case Black 2018 Dark Blue,E-01-01,,10,15
IPAD6_360_LIGHTBLUE,E-01-01_ iPad 6 360 Case Black 2018 Light Blue,E-01-01,,10,15
IPAD6_360_LIGHTPINK,E-01-01_iPad 6 360 Case Black 2018 Light Pink,E-01-01,,10,15
IPAD6_360_RED,E-01-01_iPad 6 360 Case Black 2018 Red,E-01-01,,10,15
IPAD6_MAG_CASE,E-01-01_1iPad 6 Magnetic Case,E-01-01,,10,15
IPAD10.2_BLACKBLUE,D-01-01_ iPad 10.2 Case,D-01-01,,10,15
IPAD10.2_MAG_ROSEGOLD,D-01-01_iPad 7th Gen Case iPad 10.2 Case,D-01-01,,10,15
IPAD10.2_NAVYPINK,D-01-01_ iPad 10.2 Case,D-01-01,,10,15
IPAD10.2_PURPLEBLUE,D-01-01_ iPad 10.2 Case,D-01-01,,10,15
IPAD10.2_REDBLACK,D-01-01_iPad 10.2 Case,D-01-01,,10,15
IPADPRO9.7_CASE,E-01-01_1iPad Pro 9.7 Magnetic Case,E-01-01,,10,15
IPH5_USB_CBL_3M_COL1,G-04-02_[3M COL IPHONE 5 USB CABLE][CABLE][1],G-04-02,,10,15
IPH6_LUNA_CAS+USB,H-04-02 iphone 6 luna case,H-04-02 iphone 6 luna case,,10,15
IPH6PLUS_WP_CASE_NEW,H-04-05_iPhone 6 plus Waterproof Case New,H-04-05,,10,15
IPH7_LUNA_CAS,H-04-03_[IPHONE 7 LUNA CASE],H-04-03,,10,15
IPH7_WP_CASE_NEW,H-04-04_ iPhone 7 Waterproof Case New,H-04-04,,10,15
IPH7_WP_RDP,H-04-03_iPhone 7 Redpepper case,H-04-03,,10,15
IPH7P_LUNA_CASE,H-04-03_Iphone 7 Plus Luna Case,H-04-03,,10,15
IPH7PLUS_RDP_CASE,H-04-03_iPhone 7 Plus Case,H-04-03,,10,15
IPH7PLUS_WP_CASE_NEW,H-04-04_ iPhone 7 Plus Waterproof Case - iPhone 7 Plus Waterproof Case,H-04-04,,10,15
IPHONE_HDMI_WHITE,H-02-03_iPhone Lightning to HDMI Cable White,H-02-03,,10,15
IPHONEX_LUNACASE,H-04-02_ iPhone X Shockproof Case Dust Proof LUNA Case,H-04-02,,10,15
IPHX_WP_CASE_NEW,H-04-05_ iphone x case,H-04-05,,10,15
IPHXS_MAX_RDP_CASE,H-03-03_iPhone XS Max Red pepper Case,H-03-03,,10,15
IRONBIRDS_WALL_CLOCK,D-02-06_KK123_SR_iron wall clock Nordic creative personality clock living room,D-02-06,,10,15
JACOM_OS2,H-02-03_Jacom 5200mAh Outdoor Wireless Bluetooth Speaker Waterproof,H-02-03,,10,15
JUICER_4BLADE_BLUE,D-04-03_1380ml Portable Blender Mini Electric Fruit Juicer,D-04-03,,10,15
JUICER_4BLADE_PURPLE,D-04-01_1380ml Portable Blender Mini Electric Fruit Juicer Purple,D-04-01,,10,15
JUICER_6BLADE_BLUE,D-04-01_380ml- 400Ml Portable Blender Mini Electric Fruit Juicer Blue,D-04-01,,10,15
JUICER_6BLADE_GREEN,D-04-03_5380ml- 400Ml Blender Mini Electric Fruit Juicer Green,D-04-03,,10,15
JUICER_6BLADE_PURPLE,D-04-01_380ml- 400Ml Portable Blender Electric Juicer Purple,D-04-01,,10,15
KBD_AK-600,G-03-04_KK123_A2_PC Computer LED Backlight Mechanical Keyboard Gaming Keyboard,G-03-04,,10,15
KEMEI_KM_5031,G-01-05_Men's Electric Hair Trimmer Shaver Cordless 11 in 1,G-01-05,,10,15
KEMEI_KM-600,G-01-05_Men Saver - Men Grooming Kit KM-600,G-01-05,,10,15
KIDS_COPY_BOOKS,"C-03-03_4 PCS Magic Practice Copybook for Kids, Handwriting English",C-03-03,,10,15
KIDS_TENT_NEW,D-01-01_KK123_Kids play tent New,D-01-01,,10,15
KNIFE_HOLDER,F-02-02_1Magnetic Knife Holder,F-02-02,,10,15
LAN_RJ45_10M,G-01-01_10M RJ45 Lan Cable,G-01-01,,10,15
LAN_RJ45_15M,E-04-01_15M RJ45 Lan Cable 2729,E-04-01,,10,15
LAN_RJ45_25M,G-01-01_Ethernet cable 25M,G-01-01,,10,15
LAUNDRY_BUCKET,C-04-06_KK123_A2_Collapsible Washing Up Cleaning Basin Mop Bucket,C-04-06,,10,15
LED_HEADLAMP_3XT6,E-04-04_LED Head Lamp T6,E-04-04,,10,15
LED_STRIP_RGB_2M,I-03-03_USB LED Light Strips LED Light,I-03-03,,10,15
LED_STRIP_RGB_5M,I-03-04_ RGB LED Strip 5m,I-03-04,,10,15
LIGHT_PROJECTOR,"D-02-01_Night Light Projector, Delicacy 2 in 1",D-02-01,,10,15
LII-402_CHARGER,H-01-05_LiitoKala Battery Charger Smart Charger,H-01-05,,10,15
LOW_POW_CAM,E-02-05_Security Camera,E-02-05,,10,15
LY-2546B_CRIMPING_TOOL,E-02-02_LY-2546B Photovoltaic Connectors Crimpers Solar Crimping Tool,E-02-02,,10,15
M4PLUS_CAST,I-04-04_Anycast M4 Plus TV Stick Like Chromecast Miracast,I-04-04,,10,15
MACRAME _WALL_ART,C-03-01_KK123_Macrame hanging wall shelf,C-03-01,,10,15
MAGIC_TREE,D-04-01_SR_KK123_A2_The Magic Tree House Library Set,D-04-01,,10,15
MAKITA_BAT_CHARGER_S,E-02-04_KK123_KR_A2_Battery Charger for Makita BL1830 BL1840 BL1850 BL,E-02-04,,10,15
MAKITA_BATTERY_CHARGER+6.0AH,E-02-05_KK123_A2_1Replacement Makita 18V + 6.0Ah,E-02-05,,10,15
MARBLE_RUN_178PCS,E-01-06_KK123_marble run 178 pcs,E-01-06,,10,15
MASSAGE_GUN_GRAB,D-03-03_KK123_A2_SR_Massage Gun,D-03-03,,10,15
MASSAGE_GUN_HI5_PURPLE,E-02-06_KK123_Hi5 Massage Gun,E-02-06,,10,15
MASSAGE_GUN_NOTOUCH,E-01-01_KK123_SR_A2_E-01-01SR_Massage Gun,E-01-01,,10,15
MASSAGE_GUN_SILVER,E-01-01_KK123_A2_E-01-01SR_Massage Gun,E-01-01,,10,15
MASSAGE_GUN_TOUCH,D-03-03_KK123_SR_A2_Massage Gun touch,D-03-03,,10,15
MASSAGE_GUN_USB_BLACK,E-02-05_Massage gun USb Black,E-02-05,,10,15
MICROPHONE_STAND_TRIPOD,D-04-01_KK123_SR_Microphone Stand tripod,D-04-01,,10,15
MICROSCOPE_AD206_SOLDERING,E-01-04_KK123_A2_Andonstar AD206 1080P 3D Digital Microscope Soldering,E-01-04,,10,15
MINI_DP_DP_CBL,I-04-03_Mini Displayport to Displayport Cable,I-04-03,,10,15
MINI_DP_HDMI_CBL_1M,I-04-03_Mini Display Port to HDMI Adapter Cable Thunderbolt To HDMI Ca,I-04-03,,10,15
MOSQUITO_NET_BLUE,D-02-04_ Mosquito Net Blue,D-02-04,,10,15
MOSQUITO_NET_PINK,D-02-04_Mosquito Net Pink,D-02-04,,10,15
MOSQUITO_NET_PURPLE,D-03-04_Summer Round Lace Insect Bed Canopy Netting,D-03-04,,10,15
MOSS_KILLER,E-01-05_KK123_A2_Bug Zapper - Insect Killer - Pest Repeller -,E-01-05,,10,15
NAIL_DRTYER_WHITE_48W_A,D-02-01_48W SUN5 SUN Five UV Lamp LED Nail Lamp Nail Dryer,D-02-01,,10,15
NAIL_DRYER_48W_PINK,"D-02-04_KK123_KR_A2_Gel UV Nail Lamp, 48W UV LED Nail Dryer 1109",D-02-04,,10,15
NAIL_DRYER_72W,D-04-01_KK123_KR_A2_Nail dryer,D-04-01,,10,15
NAIL_POLISHER,I-02-05_KK123_KR_A2_Nail Drill Kit Manicure Pedicure Art Machine,I-02-05,,10,15
NAILDRYER_54W,"C-04-01_KK123_KR_A2_Nail Dryer Machine, 54W UVLED Nail Lamp Dryer Machine",C-04-01,,10,15
NAILPOLISH_STAND,E-01-01_15_KK123_A2_Tier Clear Acrylic Cosmetic Nail Polish Storage Organiser,E-01-01,,10,15
NECK_FAN_WHITE,"E-03-01_Portable Neck Fan, Hands Free Bladeless Neck Fan",E-03-01,,10,15
NECK_MASSAGER + ADAPTER,C-04-06_KK123_Neck Massager,C-04-06,,10,15
NEXSTAND_LAPTOP,E-03-04_ Nexstand Laptop Stand Portable Laptop Stand,E-03-04,,10,15
NIGHT_LAMP,F-01-05_Night lamp,F-01-05,,10,15
NIGHT_LAMP_16COL,D-02-06_KK123_SR_A2_Moon Lamp Moon Light Light Galaxy Lamp 16 Colors,D-02-06,,10,15
NITECORE_CHARGER,H-01-05_Nitecore Battery Charger,H-01-05,,10,15
NITECORE_I2_CHARGER,H-01-05_Nitecore i2 Charger,H-01-05,,10,15
NOTE2_BATTERY,I-01-01Samsung Galaxy Note 2 N7100 N7102 N719 N7108 N7108D NOTE2 3100mAh battery,I-01-01Samsung Galaxy Note 2 N7100 N7102 N719 N7108 N7108D NOTE2 3100mAh battery,,10,15
NOTE8_RDP_CASE,H-04-02_Note 8 Red Pepper Case,H-04-02,,10,15
NOTE9_RDP_CASE,H-04-02_Note 9 Waterproof Case,H-04-02,,10,15
NPET_FOUNTAIN_TR4120,"E-01-05_KK123_A2_NPET Cat Water Fountain, 3L Automatic Pet Drinking Fountain",E-01-05,,10,15
OBD_BMW,G-03-02_OBD II Adapter for BMW 20 pin to OBD2 16 PIN Female Connector,G-03-02,,10,15
OIL_FUELPUMP,G-02-01_ Oil Pump 12V Transfer Pumps,G-02-01,,10,15
OUTDOOR_PTZ_32GBBLACK,D-04-03_KK123_A2_SR_Brand new 1080P Cloud Storage Wireless PTZ IP Camera,D-04-03,,10,15
OWL_KALIMBA,D-01-02_Owl Piano Kalimba,D-01-02,,10,15
PC_WLS_KBD_BLACK,G-04-04_KK123_KR_Wireless Keyboard and Mouse,G-04-04,,10,15
PCMINI_WLS_KBD_WHITE,G-03-04_Wireless Keyboard Mouse,G-03-04,,10,15
PCWLS_KBD_IR_BLACK,G-03-04_KK123_A2_Wireless keyboard and Mouse,G-03-04,,10,15
PCWLS_KBD_IR_WHITE,G-04-04_1KK123_A2_Wireless keyboard and Mouse,G-04-04,,10,15
PERCY_JACKSON_BOOK,D-02-02_KK123_A2_Percy Jackson and the Olympians Hardcover Boxed Set Hardcover,D-02-02,,10,15
PET_DRYER_BLUE,E-02-06_KK123_KK123_SR_High Velocity Pet Hair Dryer,E-02-06,,10,15
PET_DRYER_PURPLE,E-02-06_KK123_SR_High Velocity Pet Hair Dryer,E-02-06,,10,15
PET_NAIL_TRIMMER,H-03-02_Pet Nail Trmimer,H-03-02,,10,15
PET_SCISSORS,H-03-03_Pet Scissors For Dog or Cat Grooming Scissors With Comb,H-03-03,,10,15
PHEONIX_SILVER,E-02-05_KK123_A2_Phoenix Massage Gun Muscle Stimulator Vibrating Deep,E-02-05,,10,15
PIANO_KALIMBA,D-01-04_17 Keys Kalimba Thumb Piano Solid Finger Piano,D-01-04,,10,15
POWER_FLOSS,H-01-05_Portable Power Floss Dental Water Jet Cords Tooth Pick Braces,H-01-05,,10,15
PRESSURE_WASHER_TR4322,C-03-04_KK123_A2_High Pressure Washer Wand Extension Set,C-03-04,,10,15
PRINTER_CABLE_3M,G-04-02_ 3M USB Printer Cable For Brother Sony Epson HP,G-04-02,,10,15
PS2_WLS_CTRL,H-02-04_2XWireless PS2 Controller  - Wireless PS2 Controller,H-02-04,,10,15
PS2_WLS_CTRL_X2,H-02-04_2XWireless PS2 Controller  - Wireless PS2 Controller,H-02-04,,10,15
PS3_WLS_CTRL_BLACK,H-04-01_PS3 Controller Wireless - PS3 Controller Wireless,H-04-01,,10,15
PS4_DOCK,G-02-03_PS4 Dual Charging Dock  - PS4 Dual  Charging Dock,G-02-03,,10,15
PS4_WRD_2S_HS,G-01-04_PS4 Headset,G-01-04,,10,15
PS5_PLATE_GREY,D-01-01_KK123_A2_Replacement Plate For PS5 Game Console Skin Protective Cover,D-01-01,,10,15
PS5_PLATE_RED,D-01-01_KK123_A2_Replacement Plate For PS5 Game Console Skin Protective Cover,D-01-01,,10,15
PTZ_4LED_32GB,D-04-04_KK123_KR_A2_1080P PTZ Motion/Sound Detection WiFi Security Camera 4LED,D-04-04,,10,15
PTZ_8LED_32GB,D-04-04_KK123_KRA2_1080P PTZ Control IP Camera Mini WIFI Outdoor Dome Home,D-04-04,,10,15
PTZ_CAM_127LED_32GB,D-03-02_PTZ camera 127Ledd + 32 GB SD CARD,D-03-02,,10,15
PTZ_CAM_DIAMOND,D-03-03_SR_KK123_A2_PTZ camera Diamond,D-03-03,,10,15
PULUZ_PHOTO_KIT,E-03-03_PULUZ Portable Mini Photo Studio Kit 24 x 23 x 22 cm,E-03-03,,10,15
Q8_CAM_32GB,E-02-04_Wireless IP Camera,E-02-04,,10,15
Q912_PTZ_32GB,D-04-04_1080P PTZ IP Camera Wifi 2MP Cloud Storage 8pcs LED,D-04-04,,10,15
RADIATOR_COOLANT_TR4305,D-02-04_KK123_A2_19-Pieces No Spill Coolant Filling Funnel Kit,D-02-04,,10,15
READING_MAGNIFIER,C-03-04_Reading Magnifier LED Glass Magnifier A4 Page Foldable,C-03-04,,10,15
REAR_VIEW_CAMERA,I-04-03_Car RearView Reversing Camera,I-04-03,,10,15
REVERSE_CAMERA_STAND,"E-02-04_4.3"" TFT LCD Car Foldable Monitor Camera Reverse",E-02-04,,10,15
ROTARY_OIL_PUMP,D-03-01_KK123_A2_Manual Rotary Drum Pump,D-03-01,,10,15
S3_CAM,E-02-03_1080P WiFi Camera Battery Powered 2.0MP HD,E-02-03,,10,15
S4_USB_CBL_3M_COL,G-04-02_3m Micro USB Charging Cable for Android Phone,G-04-02,,10,15
S6_LUNA_CAS+USB,H-04-03_S6 Luna Case,H-04-03,,10,15
S7_LUNA_CAS,H-04-02_ [S7 LUNA CASE][CASE][1],H-04-02,,10,15
S8_LUNA_CAS,H-04-02_ S8 Luna Case,H-04-02,,10,15
S8PLUS_LUNA_CASE,H-04-02_Samsung S8 plus luna case,H-04-02,,10,15
S8PLUS_RDP_CASE,H-04-03_ Samsung Galaxy S8+ Redpepper Case,H-04-03,,10,15
S9_PLUS_RDP_CASE,H-04-03_Samsung Galaxy S9 Plus Waterproof Case,H-04-03,,10,15
S9_RDP_CASE,H-04-02_ Samsung Galaxy S9 Redpepper Case,H-04-02,,10,15
SACRAPER_TOOLS_RED,"C-03-04_KK123_A2_KR_Precision Scraper, Hook, and Pick 9-Piece Set",C-03-04,,10,15
SAM_REMOTE,I-04-02_Samsung Remote,I-04-02,,10,15
SAM_S8_RDP_CASE,H-04-02_Samsung Galaxy S8 Case - Samsung Galaxy S8 Case,H-04-02,,10,15
SCRAPPER_TOOLS,C-03-04_KK123_KR_A2_9pc Hook Pick Scraper Tools Set,C-03-04,,10,15
SEED_STARTER_5PCS_TR4315,D-03-05_KK123_A2_Seed Starter Trays with Grow Light 5PCS,D-03-05,,10,15
SELFI_26CM,D-02-04_KK123_LED Selfie Ring Light Set,D-02-04,,10,15
SELFIE_STICK_L08,E-02-03_Anti-Shake Selfie Stick Bluetooth Remote Control Tripod,E-02-03,,10,15
SELFIE_TRIPOD,G-02-03_Selfie Tripod,G-02-03,,10,15
SEWING_KIT,E-02-03_Sewing Kit with 90 Sewing Accessories,E-02-03,,10,15
SINE_1600W,E-02-02_1600W pure sine wave inverter power conver,E-02-02,,10,15
SINE_2000W,E-02-02_KK123_A2_pure sine wave car power inverter 2000W 12V/24V/48V to 220V,E-02-02,,10,15
SINE_3000W,E-02-01_1KK123_A2_3000W pure sine wave inverter DC12V / 24V AC110V220V,E-02-01,,10,15
SINK_TAP_CLACK,D-01-02_waterfall faucet hot and cold bathroom,D-01-02,,10,15
SINK_TAP_COPPER,D-01-02_SHOWER TAP Bathroom Sink Faucet,D-01-02,,10,15
SINK_TAP_EXTANDALE,D-01-04_KK123_KR_A2_Washbasin washbasin faucet bathroom toilet hot and cold,D-01-04,,10,15
SMART_CHARGER,H-02-03_40W 8 Port Smart USB Charger Station W/ LCD For Cellphone AU,H-02-03,,10,15
SMT_BAT_CAM,"E-02-03_Security Camera, WiFi Security Camera - Waterproof",E-02-03,,10,15
SOLAR_2ROTATABLE,H-02-02_Solar Security Lights -  Security Lights for home/Garage/Garden,H-02-02,,10,15
SOLAR_CABLE_10M,E-03-01_1010M 10AWG Extension Cable with Female and Male Connector,E-03-01,,10,15
SOLAR_CAMERA_NEW,E-01-03_Security Camera HD 1080P Solar Wifi Security Securit,E-01-03,,10,15
SOLAR_CHARGER_CONT,G-02-05_Solar Charger Controller 20A,G-02-05,,10,15
SOLAR_FAIRY_LIGHT,G-02-03_Solar Light String 30LED,G-02-03,,10,15
SOLAR_PENDANT_TR4111,D-02-05_KK123_KR_A2_Double Head Solar Pendant Light,D-02-05,,10,15
SOLAR_POWERBANK_20K,H-03-01_20k MAH Solar Power Bank,H-03-01,,10,15
SOLR_BNK_8K_NEW_BLACK,H-03-03_Solar Power Bank,H-03-03,,10,15
SP1_7_PS4_WLS_BLACK_32,D-04-01_Wireless PS4 Controller - Black,D-04-01,,10,15
SP1_7DIGI_SCALE35,E-03-02_Digital Scale 500g,E-03-02,,10,15
SP1_12_PS4_WLS _RED_85,D-06-01_Wireless PS4 Controller - Red,D-06-01,,10,15
SP1_12_PS4_WLS_BLUE_86,D-06-04_Wireless PS4 Controller - Blue,D-06-04,,10,15
SP1_12_PS4_WLS_GREEN_83,C-06-05_Wireless PS4 Controller camouflage - Green,C-06-05,,10,15
SP1_12_PS4_WLS_WHITE_84,D-06-05_Wireless PS4 Controller - White,D-06-05,,10,15
SP1_12_PS4_WRD_GRAY_87,D-06-05_Wired PS4 Controller Gray,D-06-05,,10,15
SP1_12_PS4_WRD_WHITE_89,D-06-04_Wired PS4 Controller - White,D-06-04,,10,15
SP1_19_PS4_WRD_BLACK_70,D-06-01_Wired PS4 controller - Black,D-06-01,,10,15
SP1_29STRIP_5M_WIFI_02,D-04-01_LED Strip 5m Wifi,D-04-01,,10,15
SP1_35BATTERY_CHARGER_34,D-04-01_6V/12V battery charger 15A AU plug 220V model 3534,D-04-01,,10,15
SP1_35XBOX_DOCK_00,D-06-03_Controller Charger Compatible with Xbox One Rechargeable,D-06-03,,10,15
SP1_FASBURY_BLACK,"E-03-02_IPL Hair Removal System, Permanent Painless",E-03-02,,10,15
SP1_FASBURY_WHITE,"E-03-02_IPL Hair Removal System, Permanent Painless",E-03-02,,10,15
SP1_FOXCON_IPH_CABLE_1M,F-02-02_Foxconn iPhone Lightning Cable 1m,F-02-02,,10,15
SP1_WII_BLACK,E-01-02_Black Combo - Wii Remote,E-01-02,,10,15
SP1_WII_DARK_BLUE,E-01-02_Wii controller,E-01-02,,10,15
SP1_WII_LIGHT BLUE,E-01-02_Blue Combo - Wii Remote Blue 928,E-01-02,,10,15
SP1_WII_PINK,E-01-02_Pink Combo - Wii Remote Pink,E-01-02,,10,15
SP1_WII_RED,E-01-02_Wii Remote and Nunchuck Controller,E-01-02,,10,15
SP2_26_SEALER_BLACK_29,C-03-05_KK123_A2_White Dolphin Vacuum Sealer Machine Food Saver Storage,C-03-05,,10,15
SP2_30_AUGER_80MM_79,D-01-03_1Garden Auger Drill Bit Hole Digger Tool Diameter 8cm * length 25cm,D-01-03,,10,15
SP2_32_CLMAP_METER_16,E-02-03_ Standard Professional Digital Clamp Meter,E-02-03,,10,15
SP2_38_WHETSTONE_95,E-03-02_Knife Sharpening Stone Whetston brown,E-03-02,,10,15
SP2_45_CAMERA_64,D-03-03_KK123_SR_A2_Camera,D-03-03,,10,15
SQ11_SPY,H-03-04_1080P SQ11 Mini Camera DV Micro Sport Camera Car DVR,H-03-04,,10,15
STEP_200W,D-04-01_KK123_SR_200W Step down Transformer,D-04-01,,10,15
STEP_1000W,D-01-01_SR_KK123_A2_1000w Step Down Transformer,D-01-01,,10,15
STUD_FINDER,E-04-04_Stud Finder,E-04-04,,10,15
SUNNAIL_120W,D-03-03_KK123_KR_A2_120W UV LED Nail Lamp,D-03-03,,10,15
SUNSHADE_GREY_3X6M,D-03-03_KK123_A2_Shade Sail 3X6M,D-03-03,,10,15
SUNSHADE_GREY_4X4M,"D-02-04_KK123_A2_Sun Shade Sail Rectangle, Sunshade Cloth (4 x 4m",D-02-04,,10,15
SUNSHADE_GREY_4X4M+HARDWARE,"D-03-03_ KK123_A2_Sun Shade Sail Rectangle  (4 x 4m,Grey)",D-03-03,,10,15
SUNSUN_300W,C-03-02_300W aquarium submersible water heater fish tank adjustable,C-03-02,,10,15
SURFACEPRO_CHARGER,H-01-01_Microsoft Surface Pro Charger,H-01-01,,10,15
SUSHI_MAKER,D-03-01_Sushi maker Roller Kit Rolls Made Bazooka Kitchen,D-03-01,,10,15
T4_TURBO,E-02-04_DEI TITANIUM TURBO SHIELD BLANKET T4 T04Z GT40 GT42 T04R GT45,E-02-04,,10,15
THERMO_METER,J-01-01_Infrared thermometer,J-01-01,,10,15
TINTIN_BOOK_RED,D-03-01_KK123_D-01-01SR_The Tintin Collection,D-03-01,,10,15
TORQUE_WRENCH_TR4303,"C-04-03_KK123_A2_Torque Wrench 1/2"" Drive",C-04-03,,10,15
TRAINING_COLLAR_600M,E-03-03_Remote Anti Bark Collar Rechargeable Dog Training Collar,E-03-03,,10,15
TURNTABLE_COFFEE,C-03-06_KK123_Turntable,C-03-06,,10,15
TV_ANTENA,H-02-03_TV Antena,H-02-03,,10,15
TV_STAND_L,E-01-01_3S_OCT21_KK123_SR_Universal Table Top TV Stand 3837,E-01-01,,10,15
TWIN_TRUMPET,E-01-01_Dual Trumpet Air Horn 12V 178dB Dual Tone Super Loud Car Horn,E-01-01,,10,15
TXD_DRONE,H-03-06_KK123_A2_G-01-01SR_Drone with Camera,H-03-06,,10,15
TYPE_C_3M,G-04-02_ Type C Cable 3m,G-04-02,,10,15
TYPE_C_3M_2PCS,G-04-02_ Type C Cable 3m 2 pcs,G-04-02,,10,15
TYPEC_CARD_READER,G-01-02_USB C HUB / Type C Hub,G-01-02,,10,15
TYPEC_HDMI_ADPT,I-04-02_USB C to HDMI Adapter,I-04-02,,10,15
TYPEC_HDMI2M_CABLE,G-01-02_USB C to HDMI,G-01-02,,10,15
TYPEC_HUB,G-02-03_ type C 4 port hub,G-02-03,,10,15
UG50_SCALE,E-01-02_1Digital scale Digital scales,E-01-02,,10,15
ULTRASONIC_DEVICE,E-03-03_Dog Bark Control 50 FT Range Stop Barking Device,E-03-03,,10,15
USB_CONDENSER,D-04-05_KK123_A2_SR_Condenser Microphone Professional Cardioid Mic Bundle,D-04-05,,10,15
USB_FEMALE1.8M,G-02-02_USB to USB Female Cable 1.5m,G-02-02,,10,15
USB_HDMI_ADAPTER,G-02-04_USB to HDMI,G-02-04,,10,15
USB_HUB_303,G-01-02_USB HUB,G-01-02,,10,15
USB_MICROPHONE_TR1033,E-03-03_Microphones Easy Plug & Play USB Condenser Computer Microphone USB,E-03-03,,10,15
USB2.0_4PORT_RND,H-01-03_USB HUB,H-01-03,,10,15
USB2.0_DVD,G-02-04_USB 2.0 CD/DVD Burner DVD-ROM Optical Drive,G-02-04,,10,15
USB3.0_4PORT_RND,H-02-03_USB 3.0 HUB,H-02-03,,10,15
USB3.0_SATA_CABLE,H-03-03_USB 3.0 to SATA Cable,H-03-03,,10,15
UVL_LAP_CHGR_NEW,H-02-01_ Universal Laptop Charger,H-02-01,,10,15
VACCUME_22CM,G-02-04_Vacuum Packaging Rolls,G-02-04,,10,15
VACCUME_28CM_2PCS,C-03-01_Vacuum Sealer Rolls 2 PCS 28CM X 500CM Vacuum Sealer Roll,C-03-01,,10,15
VACUUM_SEALER_NOBG,C-04-01_KK123_A2_Food Vacuum Sealer machine,C-04-01,,10,15
VIDEO_CAROVR,"D-01-03_Dash Cam 1080P FHD DVR Car Driving Recorder 4""",D-01-03,,10,15
WALL_HANGER_BLUEGOLD,D-02-01_KK123_Key Cloth hanger SIZE  please,D-02-01,,10,15
WALL_LAMP_CAMERA,D-03-02_Wireless Security Camera,D-03-02,,10,15
WATCH_TOOLS,E-02-03_ Watch Repair Tool Kit,E-02-03,,10,15
WATCH_WINDER_BLACK_SINGLE,E-02-05_ Automatic Watch Winder,E-02-05,,10,15
BIGHUMIDIFIER,F-02-06_KK123_Essential Oil Diffuser Humidifier 400ml,F-02-06,,10,15
WEATHER_STATION,G-02-03_Wireless Home Weather Station Indoor Outdoor Digital LED Thermometer,G-02-03,,10,15
WELDING_GUN_BLACK_TR4132,D-01-05_Plastic Welding Hot Staple Gun BLACK,D-01-05,,10,15
WIFI_NIGHT_PROJECTOR,E-01-03_Tanbaby Wifi Smart Starry Night Projector Light,E-01-03,,10,15
WII_HDMI_CVNT,G-02-03_Wii HDMI Converter,G-02-03,,10,15
WII_WHITE,E-01-02_Wii controller 4575,E-01-02,,10,15
WINDOW_ALRM_10PCS,"D-02-03_Window Alarm, 10-Pack Mini Window Door Entry Alarm",D-02-03,,10,15
WIRELESS_BOOSTER,H-03-03_WiFi Booster Antenna,H-03-03,,10,15
WLS_2IN1_RCVR,G-02-04_2in1 Bluetooth Receiver Bluetooth receiver,G-02-04,,10,15
WLS_BLT_SPK_CYL,H-02-03_Bluetooth Speaker,H-02-03,,10,15
WLS_CAM_TR4126,D-02-02-Wireless camera,D-02-02-Wireless camera,,10,15
WLS_IP_WIFI_CAM_2ANT+ 32GB,E-01-04_Wireless Security Camera 2 antenna + 32gb sd,E-01-04,,10,15
WLS_KBD_NEW,G-03-04_ Wireless Keyboard and Mouse,G-03-04,,10,15
WLS_MICROPHONE,H-04-05_Wireless Microphones,H-04-05,,10,15
WLS_TV_KBD_2IN1,H-02-02_2 in 1 Wireless tv Keyboard,H-02-02,,10,15
WLS_TV_KBD_COLOR,H-02-03_ RGB Wireless TV Keyboard,H-02-03,,10,15
WLS_TV_KBD_RND,H-02-02_2.4 GHZ ROUND WIRELESS TV KEYBOARD,H-02-02,,10,15
WRD_GAME_MOS,H-03-04_Wired Gaming Mouse,H-03-04,,10,15
WRD_GAMEMOUSE_NEW,H-02-03_Gaming Mouse,H-02-03,,10,15
WRENCH_CUP_14PCS,C-03-01_KK123_Universal Oil Change Filter Cap Wrench Cup (14PCS/Set),C-03-01,,10,15
X1_PET_TRIMMER,F-02-02_Dog Clippers,F-02-02,,10,15
X5_BLUETOOTH_KIT,H-04-04_X5 Bluetooth Car kit,H-04-04,,10,15
X7_EARPHONES,H-03-04_TWS True Wireless Earbuds Bluetooth Earphones X7,H-03-04,,10,15
ZAPPER_AUG175,E-01-05_Brand new and high quality Bug Zapper Mosquito Insect Killer,E-01-05,,10,15
2GB_TABLET_BLACK_TR1024,F-01-04_PC 10 Inch HD Screen Android TABLET Black,F-01-04,,10,15
2GB_TABLET_PURPLE_TR1025,F-01-04_1PC 10 Inch HD Screen Android Tablet,F-01-04,,10,15
4IN1_DERMA_ROLLER,I-02-03_4 in 1 Derma Roller Kit for Face and Body,I-02-03,,10,15
4INCH_LIGHT_TR1027,"H-01-04_2 Piece 4 ""120W Universal Super Bright Cube Led Pods",H-01-04,,10,15
4SWITCH_ROCKER_TR1020,F-02-04_12V 24V Rocker Switch Panel 4 Gang 3.1A USB Charger Cigarette,F-02-04,,10,15
